"user_id","dish","dish_type","category","ingredient_1","ingredient_2","ingredient_3","rating"
"U1130","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",2
"U1130","Dal Tadka","Lunch and Dinner","Vegetarian","pulses",NULL,NULL,4
"U1130","Loose Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," spices",1
"U1043","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",4
"U1043","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",3
"U1011","Kesariya Kheer","Lunch and Dinner","Vegetarian","sweet"," rice"," milk",4
"U1043","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",3
"U1011","Hyderabadi Keema","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,2
"U1043","Paneer Achari","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",2
"U1043","Mutton Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,1
"U1011","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",4
"U1068","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",2
"U1068","Barbeque Chicken with Breast","Lunch and Dinner","Non-Vegeterian","chicken"," spices",NULL,4
"U1068","Veg Kofta","Lunch and Dinner","Vegetarian","vegetables"," flour"," spices",5
"U1001","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",5
"U1001","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",3
"U1001","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",3
"U1001","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",1
"U1001","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",2
"U1005","Veg Platter","Lunch and Dinner","Vegetarian","vegetables"," yogurt"," lemon",5
"U1005","Chocolate Brownie","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",3
"U1005","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",3
"U1005","Mutton Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,2
"U1013","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",1
"U1013","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",5
"U1013","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",3
"U1013","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,1
"U1015","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",2
"U1015","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1015","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",4
"U1015","Lemon Rice","Lunch and Dinner","Vegetarian","rice"," lemon",NULL,3
"U1019","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",2
"U1019","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",4
"U1019","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",5
"U1005","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,5
"U1005","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",4
"U1005","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",3
"U1016","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",2
"U1016","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",1
"U1035","Golden Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1035","Prawns Manchurian","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",4
"U1035","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,4
"U1038","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,5
"U1038","Mushroom Tikka","Lunch and Dinner","Vegetarian","mushroom"," yogurt"," spices",5
"U1038","Paneer Tikka Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," lemon",1
"U1040","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,3
"U1040","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1040","Shahi Tukda","Lunch and Dinner","Vegetarian","sweet"," milk"," bread",3
"U1040","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",3
"U1048","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",4
"U1048","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",3
"U1048","Garlic Naan","Lunch and Dinner","Vegetarian","flour"," garlic",NULL,3
"U1048","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",3
"U1052","Haryali Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt"," spices",5
"U1052","Apollo Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",5
"U1052","Plain Dosa","Lunch and Dinner","Vegetarian","black gram"," rice",NULL,4
"U1052","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1065","Prawns Fry","Lunch and Dinner","Non-Vegeterian","fish"," prawns"," yogurt",1
"U1065","Mutton Dum Biryani","Lunch and Dinner","Non-Vegeterian","rice"," mutton",NULL,1
"U1065","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",3
"U1065","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,5
"U1065","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",5
"U1161","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1161","Paneer Pulao","Lunch and Dinner","Vegetarian","rice"," paneer",NULL,3
"U1161","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",1
"U1161","Lemon Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," lemon"," spices",2
"U1161","Butter Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," butter",1
"U1173","Virgin Mojito","Lunch and Dinner","Vegetarian","soda"," lemon",NULL,3
"U1173","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",5
"U1173","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,4
"U1164","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1164","Plain Naan","Lunch and Dinner","Vegetarian","flour",NULL,NULL,1
"U1173","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",4
"U1164","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",5
"U1164","Fish tikka","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",4
"U1146","Murgh Tangdi Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," lemon",5
"U1146","Chicken 65","Lunch and Dinner","Non-Vegeterian","chicken"," rice flour"," spices",4
"U1146","Plain Roti","Lunch and Dinner","Vegetarian","flour"," water",NULL,3
"U1146","Pepper Garlic Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," vegetables ",3
"U1148","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1148","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",2
"U1148","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",4
"U1148","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",3
"U1148","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",2
"U1161","Chicken Malai","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1161","Paneer Amritsari Tikka","Lunch and Dinner","Vegetarian","paneer"," lemon"," spices",4
"U1161","Chicken Fry","Lunch and Dinner","Non-Vegeterian","chicken"," egg"," flour",5
"U1161","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",4
"U1131","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",2
"U1131","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1131","Veg Spring Rolls","Lunch and Dinner","Vegetarian","vegetables"," flour"," flour",3
"U1131","Chicken Korma","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",4
"U1153","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",1
"U1153","Paneer Pulao","Lunch and Dinner","Vegetarian","rice"," paneer",NULL,3
"U1153","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",5
"U1153","Mughlai Chicken Handi","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," ghee",4
"U1139","Seekh Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," yogurt"," spices",5
"U1140","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",1
"U1141","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",3
"U1142","Tandoori Fish","Lunch and Dinner","Non-Vegeterian","fish"," yogurt"," spices",3
"U1143","Lacha Paratha","Lunch and Dinner","Vegetarian","flour"," ghee",NULL,3
"U1144","Chilli Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",3
"U1145","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",1
"U1146","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,5
"U1147","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",5
"U1148","Fresh Lime Soda","Lunch and Dinner","Vegetarian","lemon"," soda",NULL,5
"U1149","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",5
"U1150","Fish Biryani","Lunch and Dinner","Non-Vegeterian","fish"," rice",NULL,1
"U1151","Chicken Tikka Dry","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",5
"U1152","Chicken Malai","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",4
"U1153","Gulab Jamun","Lunch and Dinner","Vegetarian","sweet"," milk"," ghee",4
"U1154","Corn Cheese Pizza","Lunch and Dinner","Vegetarian","corn"," pizza"," cheese",2
"U1155","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",2
"U1156","Margarita Pizza","Lunch and Dinner","Vegetarian","pizza"," cheese",NULL,4
"U1157","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,1
"U1158","Ice-cream","Lunch and Dinner","Vegetarian","sweet"," milk",NULL,3
"U1159","Paneer Tikka Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," lemon",4
"U1160","Mutton Cutlet","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," potato",4
"U1161","Chicken Seekh Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",4
"U1162","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",5
"U1163","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",2
"U1164","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,1
"U1165","Mutton Cutlet","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," potato",5
"U1166","Malai Kulfi","Lunch and Dinner","Vegetarian","sweet"," milk"," cream",5
"U1167","Mutton Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices",NULL,4
"U1168","Chicken RR","Lunch and Dinner","Non-Vegeterian","chicken"," pasta"," sauce",1
"U1169","Mix Veg Curry","Lunch and Dinner","Vegetarian","vegetables"," spices",NULL,2
"U1170","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,4
"U1171","Veg Manchurian","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," sauce",4
"U1172","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",2
"U1173","Chicken Manchurian","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",2
"U1174","Arachu Vitta Sambar","Lunch and Dinner","Vegetarian","vegetables"," dal"," sambar powder ",4
"U1174","Mutton 65","Lunch and Dinner","Non-Vegeterian","mutton"," rice flour"," spices",2
"U1174","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",4
"U1173","Murgh Lasooni Kabab","Lunch and Dinner","Non-Vegeterian","chicken"," cream"," spices",2
"U1173","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",1
"U1173","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",3
"U1173","Carrot Halwa","Lunch and Dinner","Vegetarian","sweet"," carrot"," ghee",5
"U1170","Butter Garlic Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," corn flour"," sauce",1
"U1170","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",1
"U1170","Pepper Mutton","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",1
"U1169","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",2
"U1169","Paneer Tikka","Lunch and Dinner","Vegetarian","paneer","yogurt","vegetables",4
"U1169","Veg biryani","Lunch and Dinner","Vegetarian","rice"," vegetables",NULL,4
"U1168","Hara Bara Kabab","Lunch and Dinner","Vegetarian","vegetables"," flour"," bread",3
"U1168","Veg lollipop","Lunch and Dinner","Vegetarian","vegetables"," corn flour"," spices",3
"U1167","South Indian Chicken masala","Lunch and Dinner","Non-Vegeterian","chicken"," coconut mik "," spices",3
"U1167","Chicken Pulao","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,1
"U1167","Mutton Pepper Fry","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," lemon",5
"U1166","Mutton Awadhi Kabab","Lunch and Dinner","Non-Vegeterian","mutton"," papaya"," spices",2
"U1166","Chicken Roast","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1166","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",2
"U1166","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",2
"U1165","Prawns Biryani","Lunch and Dinner","Non-Vegeterian","rice"," prawns",NULL,2
"U1165","Chicken Majestic","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",1
"U1165","Chicken Drum Sticks","Lunch and Dinner","Non-Vegeterian","chicken"," butter"," flour",3
"U1165","Moong daal Halwa","Lunch and Dinner","Vegetarian","sweet"," dal"," ghee",4
"U1164","Fish Manchurian","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",1
"U1164","Chicken Pizza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",2
"U1164","Mango Kuzhambu","Lunch and Dinner","Vegetarian","mango",NULL,NULL,4
"U1164","Chicken Achari","Lunch and Dinner","Non-Vegeterian","chicken"," yogurt"," spices",1
"U1163","Chilli Fish","Lunch and Dinner","Non-Vegeterian","fish"," corn flour"," sauce",2
"U1163","Chocolate Brownie","Lunch and Dinner","Vegetarian","sweet"," chocolate"," milk",3
"U1163","Paneer Butter Masala","Lunch and Dinner","Vegetarian","paneer"," spices"," cream",5
"U1163","Veg Cutlet","Lunch and Dinner","Vegetarian","vegetables"," bread",NULL,5
"U1163","Matar Pulao","Lunch and Dinner","Vegetarian","rice",NULL,NULL,1
"U1160","Pepper Prawns","Lunch and Dinner","Non-Vegeterian","prawns"," spices"," pepper",3
"U1160","Farm Fresh Pizza","Lunch and Dinner","Vegetarian","pizza"," vegetables"," cheese",1
"U1160","Chicken Pepperoni Piza","Lunch and Dinner","Non-Vegeterian","chicken"," pizza"," cheese",1
"U1151","Nihari Gosht","Lunch and Dinner","Non-Vegeterian","mutton"," spices"," yogurt",5
"U1151","Cashew Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," cashew"," sauce",3
"U1151","Chilli Mushroom","Lunch and Dinner","Vegetarian","mushroom"," corn flour"," sauce",2
"U1142","Chicken Tandoori","Lunch and Dinner","Non-Vegeterian","chicken"," spices"," lemon",3
"U1142","Virgin Mojito","Lunch and Dinner","Vegetarian","soda"," lemon",NULL,3
"U1142","Chicken Madagascar","Lunch and Dinner","Non-Vegeterian","chicken"," coconut milk"," spices",5
"U1142","Chilli Chicken","Lunch and Dinner","Non-Vegeterian","chicken"," sauce"," corn flour",4
"U1142","Veg Kofta","Lunch and Dinner","Vegetarian","vegetables"," flour"," spices",5
"U1131","Mutton RR","Lunch and Dinner","Non-Vegeterian","mutton"," pasta"," sauce",3
"U1131","Chicken Fried Rice","Lunch and Dinner","Non-Vegeterian","rice"," chicken",NULL,3
"U1131","Chilli Potatoes","Lunch and Dinner","Vegetarian","potato"," sauce"," cornflour",5
"U1131","Malvani Chicken Curry","Lunch and Dinner","Non-Vegeterian","chicken"," coconut"," spices",2
"U1131","Paneer 65","Lunch and Dinner","Vegetarian","paneer"," rice flour"," spices",4
